gene,SJRHB046412_C1,SJRHB046412_C2,SJRHB046412_C3,SJRHB046412_C4,SJRHB046412_C5,SJRHB046412_C6,SJRHB046412_C7,SJRHB046412_C8,SJRHB046412_C9
COMMD10,2021,1907,2203,1293,1509,1515,1246,1264,1464
COMMD2,3003,3794,2566,2587,2889,3002,2772,2508,3118
COMMD3,385,446,458,213,206,212,160,195,211
COMMD3-BMI1,0,0,0,0,0,0,0,0,0
COMMD4,2804,2590,3632,1841,2128,1817,1802,1909,2145
COMMD5,923,944,837,573,748,674,702,691,820
COMMD6,1465,1281,1524,919,1038,877,725,943,1094
COMMD7,517,554,480,251,256,414,354,269,332
COMMD8,515,496,531,488,515,467,463,527,618
COMMD9,1539,1324,1637,912,1101,951,842,909,1094
COMP,1,3,1,0,1,0,1,0,1
COMT,4022,5036,4018,2212,2644,3458,3434,2860,3172
COMTD1,79,56,121,57,47,61,60,46,66
COPA,16926,18331,17741,11462,13159,14355,13074,11999,14224
COPB1,8435,8913,9728,6617,7584,7765,6838,7021,8756
COPB2,10392,13503,8372,8207,9480,11429,10418,9191,10931
COPE,1805,1681,2380,1190,1441,1239,1133,1351,1495
COPG1,5857,5822,6359,3545,3995,4706,4378,3926,4402
COPG2,2452,2220,3034,1671,1823,1319,1226,1427,1715
COPRS,2086,1982,2416,1758,2042,1370,1480,1663,2015
COPS2,4260,4214,4932,5087,5262,3986,3119,4471,5485
COPS3,6285,5049,7493,8059,9283,5656,5145,7519,9363
COPS4,3020,2888,3327,2440,2655,2133,2046,2373,2750
COPS5,2361,2271,2804,1634,1886,1409,1306,1553,1926
COPS6,7760,6304,9349,6242,7628,5762,5522,6342,7338
COPS7A,1379,1569,1617,920,1177,1248,1052,1097,1312
COPS7B,2814,2900,3273,2422,2751,2189,2144,2360,2692
COPS8,3492,3474,3708,2982,3442,2991,2571,3032,3660
COPZ1,8612,8527,8977,5008,5557,6025,5694,5180,6154
COPZ2,33,47,55,22,24,34,21,12,22
COQ10A,533,673,666,321,347,369,373,302,383
COQ10B,1015,1004,1002,659,815,869,702,738,933
COQ2,1259,1090,1474,823,930,775,725,722,916
COQ3,378,403,369,531,534,455,364,457,524
COQ4,2695,3090,3544,1435,1771,1531,1564,1466,1727
COQ5,2456,1891,3502,1263,1460,1201,1177,1298,1428
COQ6,1158,1150,1393,681,762,710,668,604,742
COQ7,1525,1514,2021,858,1011,831,849,824,928
COQ9,1618,1363,2133,832,944,799,797,812,953
CORIN,24,18,35,51,37,30,25,46,55
CORO1A,369,360,388,350,395,428,383,382,432
CORO1B,2893,2650,3312,1117,1498,1679,1715,1459,1700
CORO1C,16859,16035,19130,9149,10378,13191,12058,9808,11651
CORO2A,627,792,449,175,197,432,427,264,296
CORO2B,21,24,15,8,6,9,18,7,12
CORO6,79,102,88,162,164,136,145,146,155
CORO7,713,681,1185,471,534,321,352,434,449
CORO7-PAM16,0,0,0,0,0,0,0,0,0
CORT,36,34,46,22,31,18,18,28,23
COTL1,1843,1498,1979,687,851,703,681,747,814
COX10,4435,3701,5587,4102,4832,2731,2769,4040,4739
COX10-AS1,2758,3138,3411,2647,2820,1933,1839,2233,2599
COX11,3388,3105,3847,3015,3332,2656,2108,2868,3375
COX14,300,333,315,188,206,250,207,184,219
COX15,3177,2736,4111,2179,2507,2021,1856,2034,2530
COX16,460,463,634,421,484,379,289,369,430
COX17,547,434,807,493,523,330,316,449,506
COX18,1072,959,1480,905,950,810,698,772,883
COX19,1169,1149,1458,923,1013,767,794,867,1028
COX20,2149,2031,3156,1349,1568,1504,1252,1288,1541
COX4I1,6810,5292,8057,4639,5246,4513,4279,4524,5442
COX4I2,0,0,0,2,0,0,0,0,0
COX5A,4236,3139,5168,3208,3449,2662,2603,3054,3473
COX5B,3292,2857,3899,2291,2596,2261,2067,2259,2606
COX6A1,1778,1712,2286,1525,1514,1203,1114,1170,1470
COX6A1P2,929,835,1312,328,362,241,315,327,341
COX6A2,4,1,3,1,0,1,0,0,1
COX6B1,5812,5090,6137,4249,4856,4277,4099,4258,4971
COX6B2,75,134,53,11,5,26,21,12,9
COX6C,4500,3464,5784,2843,3201,2564,2253,2536,3284
COX7A1,305,205,365,122,142,109,117,97,109
COX7A2,3858,3563,4110,3470,3767,3492,3161,3370,3973
COX7A2L,5179,4648,5872,3958,4386,3788,3333,3758,4498
COX7B,2977,2615,3355,2237,2339,2090,1953,2132,2541
COX7B2,0,0,0,0,0,0,0,0,0
COX7C,8751,7283,9834,4850,5238,5455,5050,4701,5529
COX8A,3052,2346,4007,1691,1997,1638,1634,1691,1940
COX8C,7,2,13,2,3,3,2,4,5
CP,1,2,1,2,1,0,0,1,0
CPA1,144,99,215,129,105,110,85,92,69
CPA2,185,132,272,82,104,67,69,78,114
CPA3,5,14,0,0,0,2,4,1,0
CPA4,41,45,36,22,24,92,92,41,63
CPA5,1636,2336,1440,2800,3005,3013,2543,3202,3644
CPA6,0,0,0,0,0,0,0,0,0
CPAMD8,22,27,15,7,3,11,16,6,8
CPB1,1,1,1,0,0,3,0,0,1
CPB2,0,0,1,0,0,0,1,0,0
CPB2-AS1,187,131,365,151,151,103,90,105,134
CPD,9462,11531,10052,7500,8597,9283,8092,7828,9519
CPE,3,1,3,0,0,0,0,3,2
CPEB1,14,20,7,9,12,7,8,4,9
CPEB2,60,46,63,14,16,15,10,8,14
CPEB2-AS1,16,28,17,13,13,22,18,9,16
CPEB3,361,390,439,245,291,302,220,262,314
CPEB4,1132,1052,1075,580,706,860,716,668,846
CPED1,139,233,70,62,88,629,688,192,313
CPLX1,20,18,24,10,9,10,10,4,18
CPLX2,0,2,0,0,0,1,0,0,0
CPLX3,0,0,0,0,0,0,0,0,0
CPLX4,0,3,7,9,7,9,6,11,5
CPM,395,461,322,314,383,338,289,233,325
CPN1,0,0,0,1,2,0,0,0,0
CPN2,0,0,0,0,0,0,0,1,0
CPNE1,5833,6962,7760,5028,5473,4623,4325,4619,5191
CPNE2,2040,1353,3061,985,1229,919,859,972,1193
CPNE3,3144,3729,3210,3071,3291,2938,2527,2941,3486
CPNE4,1,3,0,0,0,1,0,0,0
CPNE5,36,21,54,24,41,19,11,27,27
CPNE6,1,0,2,0,0,0,1,0,0
CPNE7,6,2,4,7,3,4,6,2,2
CPNE8,0,0,2,0,0,0,0,0,0
CPNE9,8,14,9,37,39,12,14,15,24
CPO,6,2,16,4,8,5,7,3,9
CPOX,1019,1353,940,872,1013,1036,971,911,1060
CPPED1,1325,1174,1447,371,453,528,524,383,460
CPQ,529,959,164,26,31,299,202,84,95
CPS1,9914,9179,11615,7073,8178,6950,6446,6761,7994
CPSF1,6578,7305,8363,5938,6956,5369,5170,6401,6952
CPSF2,9909,8804,11846,6889,7731,6869,6170,6547,7889
CPSF3,14105,8838,20629,8792,9740,6380,6173,7205,8470
CPSF3L,5551,5728,8137,4122,4661,3737,3705,4211,4677
CPSF4,4084,3985,5664,3386,4121,2989,2920,3329,3904
CPSF4L,12,17,15,12,7,5,12,5,9
CPSF6,23048,23930,31845,16213,18239,13916,12233,13274,16358
CPSF7,11841,10897,16692,8997,10537,8381,7880,8302,9623
CPT1A,2563,3854,1783,733,854,1641,1569,859,1080
CPT1B,19,32,21,9,10,11,12,12,12
CPT1C,4069,5385,5023,2689,2995,3293,2985,2979,3167
CPT2,1793,1563,2140,1429,1677,1508,1341,1463,1665
CPVL,2949,3296,3243,995,1068,1428,1291,976,1244
CPXCR1,0,0,0,0,0,0,0,0,0
CPXM1,1998,3679,786,1790,2066,2731,2669,2116,2567
CPXM2,1,0,0,0,0,0,1,0,0
CPZ,64,116,4,13,6,113,139,44,47
CR1,11,2,8,12,10,7,3,3,8
CR1L,3,2,3,1,0,1,1,3,3
CR2,60,65,74,13,25,21,25,18,44
CRABP1,44,85,9,11,15,39,49,21,29
CRABP2,51,65,86,97,98,61,64,62,77
CRADD,0,1,0,1,0,1,0,0,1
CRAMP1L,2854,2442,4150,1626,1908,1307,1275,1450,1675
CRAT,1649,1667,1722,671,782,1037,960,842,878
CRB1,14,18,8,3,12,10,7,8,13
CRB2,2,6,9,2,0,5,2,3,2
CRB3,0,0,1,0,0,0,0,0,0
CRBN,3152,3337,3379,1974,2249,1986,1731,1888,2230
CRCP,3092,2765,4159,2817,3312,2101,1956,2431,2909
CRCT1,0,0,0,0,0,0,0,0,0
CREB1,5112,4989,6001,4473,4978,4395,3340,4227,5259
CREB3,1723,1459,1915,1050,1228,1101,1093,1194,1329
CREB3L1,183,279,14,2,15,881,716,215,273
CREB3L2,6811,8063,6518,2959,3302,7748,6617,4214,4877
CREB3L3,0,0,0,0,0,0,0,0,0
CREB3L4,954,815,1348,429,438,406,385,394,394
CREB5,4522,8664,1651,992,1114,5668,4205,2195,2384
CREBBP,30263,27023,37085,18439,22535,17074,16580,18388,21115
CREBL2,834,961,983,735,832,731,598,689,900
CREBRF,786,951,837,450,484,499,373,444,544
CREBZF,5396,5640,7315,3400,3862,3124,2732,3336,4057
CREG1,1497,1741,1502,999,1140,1470,1171,1036,1241
CREG2,30,48,21,1,1,3,0,1,2
CRELD1,1442,1926,1690,884,978,1124,1133,965,1027
CRELD2,1020,1283,869,630,723,883,793,732,850
CREM,1145,1379,1294,935,1055,1095,952,957,1163
CRH,0,0,2,0,0,0,1,0,1
CRHBP,2,0,2,0,0,1,1,0,1
CRHR1,2,10,10,13,10,3,2,4,3
CRHR2,1,0,1,0,0,0,0,0,1
CRIM1,2261,4199,937,549,600,5825,5526,1755,2215
CRIP1,3,9,6,4,9,7,9,6,6
CRIP2,543,556,546,304,363,396,403,350,428
CRIP3,0,1,1,1,0,1,0,0,1
CRIPAK,468,485,613,387,387,280,257,358,388
CRIPT,1280,1199,1354,1104,1141,956,758,955,1170
CRISP1,1,0,1,0,0,0,0,0,0
CRISP2,0,0,0,0,0,0,0,0,0
CRISP3,0,0,0,0,0,1,0,0,0
CRISPLD1,169,185,208,106,124,116,135,114,146
CRISPLD2,146,146,162,74,104,111,124,83,106
CRK,4734,4968,4436,3963,4540,3366,3238,3569,4315
CRKL,16139,13669,20477,12802,15190,10613,10786,12124,14276
CRLF1,112,210,19,11,19,113,106,32,51
CRLF2,1,1,1,0,1,1,1,0,0
CRLF3,1592,1614,1872,1436,1523,1279,1213,1407,1641
CRLS1,2320,2424,2438,2381,2599,2080,1748,2091,2596
CRMP1,21447,14681,29215,8091,9478,9760,9895,8901,10872
CRNDE,724,802,1109,511,576,472,393,474,543
CRNKL1,4992,4967,5379,4074,4447,3670,3265,3849,4752
CRNN,2,2,0,0,2,0,1,0,0
CROCC,1463,2046,1301,777,872,1276,1392,1010,1083
CROCCP2,3956,4478,5566,2779,3199,2498,2544,2739,3070
CROT,588,786,693,548,600,614,532,483,615
CRP,0,0,0,0,0,0,0,0,0
CRTAC1,9,17,15,3,2,2,1,3,4
CRTAM,5,0,8,0,0,0,0,1,0
CRTAP,6584,7754,6045,3546,4146,5216,4773,3952,4446
CRTC1,1269,1207,1538,517,600,678,784,685,760
CRTC2,1545,1775,1968,1415,1546,1356,1264,1296,1466
CRTC3,4307,4829,4880,2836,3330,3006,2914,2877,3317
CRX,26,11,31,7,7,2,2,9,9
CRY1,3464,3045,4220,1831,2201,2255,2114,1701,2262
CRY2,1679,1676,2239,1430,1769,1154,1251,1262,1560
CRYAA,3,0,1,0,1,0,3,1,0
CRYAB,474,694,148,137,132,557,461,220,256
CRYBA1,1,1,0,0,0,1,0,0,0
CRYBA2,40,33,28,22,36,17,11,19,19
CRYBA4,1,1,0,0,0,0,0,0,0
CRYBB1,18,43,3,0,5,6,5,4,3
CRYBB2,5,6,5,7,2,1,5,7,7
CRYBB3,22,19,19,25,14,13,18,26,22
CRYBG3,4374,5900,4137,4269,4455,4068,3417,3818,4447
CRYGA,0,0,0,0,0,0,0,0,0
CRYGB,0,0,0,0,0,0,0,0,0
CRYGC,0,0,0,0,0,0,0,0,0
CRYGD,0,0,0,0,0,0,0,0,0
CRYGN,8,11,8,4,0,3,2,0,4
CRYGS,189,294,238,234,288,247,196,197,261
CRYL1,40,52,30,24,20,29,23,21,38
CRYM,2,0,0,0,0,0,0,0,3
CRYM-AS1,22,19,28,15,13,11,3,9,13
CRYZ,1438,1630,1537,1116,1194,1236,1054,1118,1348
CRYZL1,1597,1958,2165,1032,1106,1114,921,953,1096
CS,14825,13991,17560,12653,14131,12683,12737,11710,13751
CSAD,1139,1689,1440,522,593,720,656,493,576
CSAG1,0,0,0,0,0,0,0,0,0
CSAG2,0,0,0,0,0,0,0,0,0
CSAG3,0,0,0,0,0,0,1,0,0
CSDC2,332,313,384,122,144,205,202,171,175
CSDE1,75600,62671,93597,64263,72883,54702,51497,60193,72809
CSE1L,40979,36710,49999,32096,36017,30331,27043,30724,37060
CSF1,102,128,102,26,37,98,138,32,44
CSF1R,3,3,1,0,0,9,10,2,7
CSF2,0,0,0,0,0,0,0,0,0
CSF2RA,3,6,4,3,1,1,0,2,2
CSF2RB,0,0,0,0,0,0,0,0,0
CSF3,3,15,1,3,2,6,4,3,8
CSF3R,0,0,0,0,0,0,2,0,1
CSGALNACT1,61,28,118,15,28,10,11,13,18
CSGALNACT2,2252,2197,2429,1419,1576,1417,1255,1332,1606
CSH1,0,0,0,0,0,0,0,1,0
CSH2,0,0,0,0,0,0,0,0,0
CSHL1,0,0,0,0,0,0,0,0,0
CSK,3864,3605,4325,2665,3391,2828,2985,2957,3435
CSMD1,0,0,0,1,2,1,0,1,1
CSMD2,0,1,0,1,0,1,2,0,1
CSMD3,1548,1317,1907,813,902,1112,953,844,1052
CSN1S1,0,0,0,0,0,0,0,0,0
CSN2,7,10,2,2,0,18,9,7,9
CSN3,0,0,0,0,0,1,0,0,0
CSNK1A1,12475,12258,14505,7515,8677,8897,8570,7482,8922
CSNK1A1L,1,6,5,0,0,1,0,0,0
CSNK1D,11466,11059,14013,7988,9245,7648,7495,8324,9545
CSNK1E,13742,13246,16767,10822,12885,10247,10077,11351,13028
CSNK1G1,3114,3018,3308,2403,2753,2761,2525,2370,2873
CSNK1G2,5617,5142,7073,4048,4842,3674,3539,4532,4669
CSNK1G2-AS1,0,1,0,1,0,1,0,0,0
CSNK1G3,6320,6109,6642,3142,3540,3933,3389,3217,4017
CSNK2A1,15850,15290,17646,15261,17524,12909,12289,14452,17226
CSNK2A2,8138,7418,9708,6648,7396,5603,5522,5816,7215
CSNK2A3,2975,2861,3172,1439,1788,1415,1217,1413,1702
CSNK2B,734,638,918,453,534,409,370,431,531
CSNK2B-LY6G5B-1181,0,0,0,0,0,0,0,0,0
CSPG4,1149,1950,708,217,270,1538,1320,584,538
CSPG4P1Y,0,0,0,0,0,0,0,0,0
CSPG4P2Y,1,0,0,0,0,0,0,0,0
CSPG5,281,462,246,312,361,444,386,299,289
CSPP1,4365,4332,6334,3610,4081,2966,2823,3148,3664
CSRNP1,289,402,207,119,139,386,368,166,212
CSRNP2,10602,8634,13767,9172,10845,6400,6374,7979,9598
CSRNP3,0,0,1,0,0,1,0,0,0
CSRP1,4692,7618,1862,4299,5450,8342,8769,5994,7703
CSRP2,2489,2747,2613,1528,1716,1520,1461,1282,1615
CSRP2BP,2441,2530,3118,1737,2122,1557,1459,1591,1827
CSRP3,72,33,117,11,6,19,16,14,22
CST1,0,0,0,0,0,0,0,0,0
CST11,0,0,0,0,0,0,0,0,0
CST2,0,0,0,0,0,0,0,0,0
CST3,1547,2196,992,777,932,1631,1596,1109,1194
CST4,0,0,0,0,0,0,0,0,0
CST5,0,0,0,0,0,0,0,0,0
CST6,0,1,1,7,3,5,4,5,6
CST7,0,1,0,0,0,0,0,0,0
CST8,0,0,0,0,0,0,0,0,0
CST9,0,2,2,0,0,1,0,0,1
CST9L,0,0,0,0,0,0,0,0,0
CSTA,0,1,2,0,1,0,0,0,0
CSTB,1460,1267,1773,741,781,718,733,744,852
CSTF1,6077,5504,7032,4002,4760,3781,3533,3898,4772
CSTF2,1502,1305,1952,1050,1322,961,929,1050,1271
CSTF2T,7400,6444,9383,4593,5311,3905,3811,4202,5193
CSTF3,4404,4154,5867,4138,4558,3348,2813,3749,4381
CSTF3-AS1,181,100,271,56,63,39,44,47,64
CSTL1,0,0,0,0,0,0,0,0,0
CT45A1,3,6,2,0,1,0,1,3,2
CT45A2,1,2,0,1,0,0,0,0,0
CT45A3,1,0,4,0,1,1,1,1,1
CT45A4,2,1,0,0,0,0,0,0,0
CT45A5,1,1,1,0,0,0,0,1,0
CT45A6,4,4,3,2,0,3,0,1,0
CT47A1,0,0,0,0,0,0,0,0,1
CT47A10,0,0,0,0,0,0,0,0,0
CT47A11,0,0,0,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0,1,0,0
CT47A3,0,0,0,0,0,0,0,0,0
CT47A4,0,0,0,0,0,0,0,0,0
CT47A5,0,0,0,0,0,0,0,0,0
CT47A6,0,0,0,0,0,0,0,0,0
CT47A7,0,0,0,0,0,0,0,0,0
CT47A8,0,0,0,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0,0,0,0
CT47B1,0,0,0,0,0,0,0,0,0
CT49,0,0,0,1,0,0,0,1,0
CT60,258,79,610,49,61,36,36,58,65
CT62,5,1,5,0,0,0,0,0,1
CT64,174,341,26,8,12,162,124,54,54
CTA-109P11.1,0,0,0,0,0,0,0,0,0
CTA-109P11.4,0,0,0,0,0,0,0,0,0
CTA-125H2.1,0,0,0,0,0,1,0,0,0
CTA-125H2.2,5,7,4,2,1,0,2,2,3
CTA-126B4.7,1,3,1,0,2,0,0,0,0
CTA-134P22.2,0,0,0,0,0,0,0,0,0
CTA-14H9.5,14,29,18,12,10,6,9,16,16
CTA-150C2.13,1,1,0,0,0,0,0,0,0
CTA-204B4.2,537,547,787,256,276,181,227,200,206
CTA-211A9.5,432,449,503,207,230,242,250,177,224
CTA-212D2.2,12,4,17,9,9,6,3,7,2
CTA-217C2.1,217,189,324,86,92,65,68,68,83
CTA-217C2.2,105,93,131,36,59,41,39,34,62
CTA-221G9.11,84,44,128,13,25,9,12,10,21
CTA-221G9.7,4,9,6,11,10,3,3,11,2
CTA-223H9.9,56,27,67,20,26,19,19,26,12
CTA-228A9.3,1,3,2,0,1,3,1,0,0
CTA-246H3.12,31,25,50,10,6,6,6,9,3
CTA-249B10.1,0,0,0,0,0,0,0,0,0
CTA-250D10.19,0,0,0,0,0,0,0,0,0
CTA-250D10.23,163,132,284,143,108,95,117,133,138
CTA-254O6.1,271,433,279,208,200,232,172,157,184
CTA-256D12.11,21,32,43,21,26,23,22,21,23
CTA-268H5.12,19,25,22,23,14,20,8,21,24
CTA-268H5.14,1,1,0,0,0,0,0,0,0
CTA-276F8.2,0,0,0,0,0,0,0,0,0
CTA-280A3__B.2,0,0,1,0,0,0,0,0,0
CTA-292E10.6,168,240,212,163,178,139,145,151,171
CTA-292E10.8,61,81,74,46,82,46,46,57,47
CTA-293F17.1,60,52,87,46,54,34,38,41,50
CTA-299D3.8,1,0,0,0,0,0,0,0,0
CTA-29F11.1,154,135,311,143,139,79,99,97,113
CTA-31J9.2,0,1,0,0,0,1,0,0,0
CTA-331P3.1,6,1,7,1,0,3,0,1,2
CTA-339C12.1,0,0,0,0,0,0,0,0,0
CTA-342B11.1,1,0,3,1,2,3,1,3,3
CTA-342B11.2,0,2,0,0,1,1,1,2,1
CTA-357J21.1,148,199,188,151,138,79,73,94,122
CTA-360L10.1,0,2,1,1,0,1,1,0,0
CTA-363E19.2,63,83,76,80,92,86,64,71,81
CTA-363E6.1,4,0,2,0,0,2,1,0,0
CTA-363E6.2,0,0,0,0,0,0,0,0,0
CTA-363E6.5,0,0,0,0,0,0,0,0,0
CTA-363E6.6,0,3,7,1,0,0,1,1,0
CTA-363E6.7,0,1,0,1,0,0,0,0,0
CTA-373H7.7,30,54,48,23,17,18,19,13,20
CTA-384D8.31,0,0,0,0,1,0,1,0,0
CTA-384D8.33,4,10,10,1,0,4,3,2,3
CTA-384D8.34,0,0,0,1,0,0,0,0,0
CTA-384D8.35,0,0,0,0,0,0,0,0,0
CTA-384D8.36,263,258,371,186,254,147,189,160,190
CTA-390C10.10,1037,1166,1377,756,812,704,591,619,768
CTA-390C10.9,0,0,0,0,0,0,1,0,0
CTA-392C11.1,31,46,4,2,0,13,11,10,1
CTA-392C11.2,2,3,0,0,0,0,0,0,1
CTA-392E5.1,0,0,3,0,0,0,0,0,1
CTA-397C4.2,0,0,0,0,0,0,0,0,0
CTA-397H3.3,7,8,8,6,8,6,4,8,10
CTA-398F10.1,0,1,0,0,0,0,0,0,0
CTA-398F10.2,4,2,1,1,4,0,0,0,0
CTA-407F11.7,0,1,0,1,0,0,0,1,0
CTA-407F11.8,7,12,6,1,2,1,2,4,7
CTA-445C9.14,309,270,368,151,195,128,115,125,185
CTA-445C9.15,303,511,256,163,182,243,227,174,225
CTA-481E9.3,0,0,0,0,0,0,0,0,0
CTA-481E9.4,0,0,0,0,0,0,0,0,0
CTA-503F6.2,0,0,0,0,0,0,0,0,0
CTA-520D8.2,0,0,0,0,0,0,0,0,0
CTA-714B7.5,11,2,7,0,1,0,0,2,3
CTA-714B7.7,0,0,0,0,0,0,0,0,2
CTA-747E2.10,2,0,0,0,0,0,1,0,0
CTA-796E4.3,0,0,0,0,0,0,0,0,0
CTA-796E4.4,0,0,0,0,0,0,0,0,0
CTA-797E19.1,48,56,59,24,28,34,36,18,32
CTA-797E19.2,2,0,0,0,0,0,0,0,1
CTA-833B7.2,0,0,0,0,0,0,0,0,0
CTA-85E5.10,0,0,0,1,1,0,0,0,0
CTA-929C8.5,0,0,0,0,0,0,0,0,0
CTA-929C8.6,0,0,0,0,0,0,1,0,0
CTA-929C8.7,0,0,0,0,0,0,0,1,0
CTA-929C8.8,1,0,0,0,0,0,0,0,0
CTA-941F9.9,0,2,0,0,0,0,0,0,0
CTA-972D3.2,1,0,0,0,0,0,0,0,0
CTA-984G1.5,2,9,4,5,3,4,7,1,10
CTA-989H11.1,29,25,39,19,21,10,14,17,20
CTA-992D9.6,0,0,0,0,0,0,0,0,0
CTA-992D9.7,5,9,3,0,0,0,2,1,0
CTAG1A,0,0,0,0,0,0,0,0,0
CTAG1B,0,0,0,0,2,0,0,0,0
CTAG2,0,0,0,0,0,0,0,0,0
CTAGE1,1,5,4,0,2,2,0,2,4
CTAGE15,6,8,2,2,1,5,1,1,2
CTAGE4,3,6,4,1,1,1,1,0,1
CTAGE5,177,192,245,117,140,116,77,110,122
CTAGE6,14,19,9,7,7,8,6,4,6
CTAGE8,4,9,3,0,0,2,4,1,1
CTAGE9,0,0,0,0,0,1,0,0,0
CTB-102L5.4,0,0,0,0,0,0,0,0,0
CTB-102L5.7,88,114,112,53,26,58,55,54,48
CTB-102L5.8,46,62,29,19,18,27,17,18,18
CTB-105L4.2,0,0,0,0,0,0,0,0,0
CTB-107G13.1,0,0,0,0,0,1,0,0,2
CTB-108O6.2,0,0,0,0,0,0,0,0,0
CTB-109A12.1,8,20,33,29,41,33,25,24,29
CTB-111F10.1,12,6,8,13,13,3,4,4,13
CTB-111H14.1,0,4,0,0,0,1,0,1,0
CTB-113D17.1,15,17,12,3,5,4,2,3,7
CTB-113I20.2,61,42,81,20,19,29,25,27,29
CTB-113P19.1,18,13,13,10,21,8,13,8,17
CTB-113P19.3,0,0,0,1,0,1,0,0,0
CTB-113P19.4,0,1,0,0,0,0,0,0,0
CTB-113P19.5,9,10,7,4,2,2,4,0,2
CTB-114C7.3,1,5,0,0,3,2,1,0,1
CTB-114C7.4,1,0,2,2,0,0,1,0,1
CTB-118N6.2,55,33,64,19,27,18,28,21,22
CTB-118N6.3,87,84,113,46,50,102,83,66,70
CTB-118P15.2,0,0,0,0,0,0,1,0,0
CTB-119C2.1,137,157,264,630,487,324,225,318,289
CTB-11I22.1,10,6,14,5,5,4,4,5,6
CTB-11I22.2,1,0,1,1,0,0,0,1,1
CTB-120L21.1,0,0,0,0,0,0,0,0,0
CTB-127C13.1,1,3,2,0,0,1,1,2,1
CTB-129O4.1,26,63,72,18,13,16,14,14,17
CTB-129P6.11,82,101,76,47,32,24,33,39,35
CTB-129P6.4,3,3,10,3,4,1,2,1,0
CTB-12A17.3,5,13,6,10,6,5,3,10,4
CTB-12O2.1,18,18,30,4,8,6,5,9,8
CTB-131B5.2,80,80,74,52,49,53,35,42,42
CTB-131B5.5,179,145,332,67,65,55,61,39,66
CTB-131K11.1,27,53,59,24,27,19,12,10,17
CTB-133G6.1,0,0,0,0,0,0,0,0,0
CTB-133G6.2,9,8,18,3,3,1,2,4,2
CTB-134F13.1,0,3,1,4,2,1,0,1,3
CTB-134H23.2,33,42,45,5,9,12,4,9,6
CTB-138E5.1,0,0,0,0,0,0,0,0,0
CTB-13F3.1,29,35,42,57,72,42,32,38,38
CTB-13L3.1,0,0,0,0,0,0,0,0,0
CTB-140J7.2,0,0,0,0,0,0,0,0,0
CTB-147C13.1,16,15,41,10,14,15,13,11,11
CTB-147C22.8,0,0,0,0,0,0,0,0,0
CTB-147C22.9,0,0,0,0,0,0,0,0,0
CTB-151G24.1,11,5,16,1,2,0,4,2,0
CTB-152G17.6,191,232,217,225,225,175,162,158,185
CTB-158E9.1,0,0,0,0,0,0,1,0,0
CTB-161C1.1,1,1,1,1,0,3,0,1,2
CTB-161K23.1,6,9,5,7,3,3,3,4,4
CTB-161M19.4,27,25,43,19,15,14,9,11,19
CTB-164N12.1,86,45,98,35,36,41,68,46,45
CTB-167B5.1,13,10,23,14,18,10,8,11,11
CTB-167B5.2,0,0,0,0,0,0,0,0,0
CTB-167G5.5,0,0,0,0,0,0,0,0,0
CTB-171A8.1,44,54,59,12,18,15,10,15,13
CTB-174D11.1,0,0,0,0,0,0,0,0,0
CTB-174D11.2,0,0,0,0,0,0,0,0,0
CTB-174O21.2,9,8,9,2,7,3,2,3,6
CTB-175E5.7,4,6,13,6,4,3,5,9,7
CTB-175P5.4,2,3,5,0,3,1,1,0,1
CTB-176F20.3,9,7,11,10,8,7,3,4,6
CTB-178M22.1,0,0,0,0,0,0,0,0,0
CTB-178M22.2,0,0,0,0,0,0,0,0,0
CTB-179K24.3,28,30,16,6,8,9,10,7,4
CTB-17P3.4,4,3,18,3,2,0,1,3,3
CTB-180A7.3,1,3,3,0,3,0,0,1,0
CTB-180A7.6,27,22,29,17,13,18,11,9,18
CTB-180A7.8,2,3,4,2,1,0,0,1,2
CTB-180C19.1,0,0,0,0,0,0,0,0,0
CTB-181F24.1,0,0,0,0,0,0,0,0,0
CTB-181H17.1,355,336,421,229,255,196,178,177,213
CTB-184G21.3,0,0,2,1,0,1,1,0,0
CTB-186G2.1,11,7,20,16,17,19,16,12,14
CTB-186G2.4,0,0,1,1,6,1,3,10,5
CTB-186H2.3,0,0,1,0,2,0,0,0,0
CTB-187M2.1,0,0,0,1,0,0,0,0,0
CTB-187M2.2,0,0,0,0,0,0,0,0,0
CTB-187M2.3,14,11,1,0,0,7,1,1,4
CTB-189B5.3,0,0,0,0,0,0,0,0,0
CTB-191D16.1,0,0,0,0,0,0,0,0,0
CTB-191K22.5,1,4,1,4,1,0,0,2,2
CTB-191K22.6,0,0,0,0,0,0,0,0,0
CTB-193M12.1,19,5,22,20,24,11,10,19,12
CTB-193M12.3,111,124,193,64,84,77,84,64,69
CTB-1H10.1,0,0,0,0,0,0,0,0,0
CTB-1I21.1,0,0,1,0,0,0,0,0,0
CTB-22K21.2,1,0,0,0,0,0,0,0,0
CTB-25B13.12,70,50,94,32,27,20,19,20,30
CTB-25B13.13,68,57,75,44,51,33,31,55,47
CTB-25B13.6,0,3,0,0,0,0,2,0,0
CTB-25B13.9,2,4,0,0,0,0,0,0,0
CTB-25J19.1,0,0,0,0,0,0,0,0,0
CTB-25J19.9,0,0,0,0,0,0,0,0,0
